age,age_label,year,obs_x100k,pred_x100k,phase,err_abs,error_pct,clasif_30pct
1,0–4,1979,4.902390601753039,3.1184516871584194,train,1.7839389145946196,36.38916315555728,subestimada
1,0–4,1980,4.247332661298663,3.136340332871294,train,1.1109923284273688,26.15741259333504,en rango
1,0–4,1981,4.42056195919306,3.3883620069781824,train,1.032199952214878,23.349971377921783,en rango
1,0–4,1982,3.948396590826327,3.026352035433109,train,0.9220445553932182,23.35237948324363,en rango
1,0–4,1983,2.7878779908867948,2.5848870512282973,train,0.20299093965849746,7.281198830151394,en rango
1,0–4,1984,2.2064843643326215,2.2870942358439086,train,0.08060987151128707,3.6533171417087527,en rango
1,0–4,1985,2.403795746918155,2.3818433189765864,train,0.021952427941568597,0.9132401523595856,en rango
1,0–4,1986,1.829664813029856,1.941355154345414,train,0.11169034131555788,6.104415438290191,en rango
1,0–4,1987,1.515381501081351,1.84286777492944,train,0.32748627384808904,21.61081375313083,en rango
1,0–4,1988,1.4045806887712553,1.6843381081731421,train,0.2797574194018868,19.917504322704456,en rango
1,0–4,1989,1.143998583431319,1.2537029839339358,train,0.10970440050261665,9.589557372839426,en rango
1,0–4,1990,1.0341928789418138,1.0747220325451834,train,0.040529153603369616,3.918916328725745,en rango
1,0–4,1991,0.9250214154629014,1.0600070810714786,train,0.13498566560857717,14.592707082465473,en rango
1,0–4,1992,0.9379044713032496,0.9749797289201235,train,0.03707525761687391,3.9529886839495076,en rango
1,0–4,1993,0.8304510749240078,1.0530147892451263,train,0.22256371432111843,26.800340326067325,en rango
1,0–4,1994,0.6339486548548727,0.9127191852635924,train,0.2787705304087197,43.97367646004982,sobreestimada
1,0–4,1995,0.6285641917688821,0.8792325590560998,train,0.25066836728721764,39.87951756873009,sobreestimada
1,0–4,1996,0.5090382047055492,0.8205040073002478,train,0.3114658025946986,61.187117138852976,sobreestimada
1,0–4,1997,0.39199084309390525,0.6548789773497067,train,0.26288813425580143,67.06486615372901,sobreestimada
1,0–4,1998,0.6223597253042474,0.8096389984905675,train,0.1872792731863201,30.091804718688465,sobreestimada
1,0–4,1999,0.6234791150660726,0.8065375791528041,train,0.18305846408673154,29.36080129441579,en rango
1,0–4,2000,0.6496610161626379,0.6788575491764985,train,0.029196533013860604,4.494118053491371,en rango
1,0–4,2001,0.5143021585962918,0.76961082549751,train,0.25530866690121823,49.64176459963608,sobreestimada
1,0–4,2002,0.8499482475955908,0.7164501285430114,train,0.13349811905257947,15.706617365260863,en rango
1,0–4,2003,0.6927447646411605,0.6758368485296565,train,0.016907916111503996,2.440713661728247,en rango
1,0–4,2004,0.6534166673523508,0.5392646331958665,train,0.11415203415648434,17.47002178855174,en rango
1,0–4,2005,0.6390278911096473,0.5096802553558125,train,0.1293476357538348,20.24131302457356,en rango
1,0–4,2006,0.771010598411171,0.48547317406653,train,0.285537424344641,37.03417630484597,subestimada
1,0–4,2007,0.5031416162518767,0.5366235023403598,train,0.033481886088483126,6.654565038349328,en rango
1,0–4,2008,0.8390200246112541,0.5083100365134504,train,0.3307099880978037,39.41622111475023,subestimada
1,0–4,2009,0.5646538979598541,0.4512025832802263,train,0.11345131467962782,20.09218657473857,en rango
1,0–4,2010,0.3365087681242328,0.3789848591819226,train,0.04247609105768979,12.622580770914238,en rango
1,0–4,2011,0.3653420841461107,0.3064819504656538,train,0.058860133680456894,16.110964554775205,en rango
1,0–4,2012,0.3153649758285886,0.26786731653606877,train,0.04749765929251981,15.061171319904712,en rango
1,0–4,2013,0.5815562604134918,0.2985059675878556,train,0.28305029282563626,48.67117974525541,subestimada
1,0–4,2014,0.2921597859053089,0.29797952663099,train,0.0058197407256810885,1.991971861441365,en rango
1,0–4,2015,0.23985404082102568,0.28426400700714305,train,0.04440996618611737,18.515412971197428,en rango
1,0–4,2016,0.2666065202357015,0.2893337272060359,train,0.022727206970334368,8.524625335585077,en rango
1,0–4,2017,0.23923661192046922,0.24810600483858042,train,0.008869392918111202,3.7073727331750144,en rango
1,0–4,2018,0.3153281817467552,0.32031112331819583,train,0.0049829415714406355,1.5802398453058377,en rango
1,0–4,2019,0.3668709264224634,0.30215436937076956,test,0.06471655705169382,17.640143274032752,en rango
1,0–4,2020,0.1820220465102733,0.2850268263682909,test,0.10300477985801762,56.58917797751716,sobreestimada
1,0–4,2021,0.3129253013405459,0.2688701537520733,test,0.04405514758847262,14.07848691037255,en rango
1,0–4,2022,0.4469723799990902,0.2536293179830534,test,0.1933430620160368,43.25615422063224,subestimada
1,0–4,2023,0.3186098415393953,0.23925240508422418,test,0.07935743645517113,24.907402756847603,en rango
2,5–9,1979,1.207790306392834,1.3871693209121276,train,0.17937901451929372,14.851834260454039,en rango
2,5–9,1980,1.1236845498105703,1.0814698003860717,train,0.042214749424498654,3.756814973705492,en rango
2,5–9,1981,1.3014232246073103,1.4714926939779878,train,0.17006946937067746,13.06796022654306,en rango
2,5–9,1982,1.030616980327583,1.1728623874583446,train,0.1422454071307615,13.801966185881062,en rango
2,5–9,1983,0.6414605707307955,0.6879177943260105,train,0.04645722359521498,7.242412973612352,en rango
2,5–9,1984,0.9479013320886144,1.0037311594835807,train,0.055829827394966336,5.889835313550028,en rango
2,5–9,1985,0.928305033157368,0.8124972139949806,train,0.11580781916238736,12.475190268924827,en rango
2,5–9,1986,0.6877785331114468,0.6827842603312992,train,0.004994272780147524,0.7261454872041286,en rango
2,5–9,1987,0.6738037759424561,0.558452282605806,train,0.11535149333665007,17.119448933824508,en rango
2,5–9,1988,0.4504504504504504,0.4839484714015501,train,0.033498020951099716,7.436560651144138,en rango
2,5–9,1989,0.2616409966324187,0.24456436671929244,train,0.01707662991312625,6.5267408903495845,en rango
2,5–9,1990,0.4148893412335179,0.445231132506793,train,0.03034179127327513,7.313225059738867,en rango
2,5–9,1991,0.43809690703583637,0.413275180635891,train,0.024821726399945343,5.665807268051523,en rango
2,5–9,1992,0.1793758284921078,0.18660127736049492,train,0.007225448868387135,4.028106199774315,en rango
2,5–9,1993,0.3566135770939967,0.31914856078186493,train,0.03746501631213178,10.505773957747182,en rango
2,5–9,1994,0.3030864046299479,0.261581899986601,train,0.04150450464334693,13.693951298812523,en rango
2,5–9,1995,0.19988191975590422,0.19451702084249292,train,0.005364898913411298,2.684034113722198,en rango
2,5–9,1996,0.22205033881180858,0.20388755972955722,train,0.018162779082251362,8.179577288393434,en rango
2,5–9,1997,0.2434486744463125,0.21156281353338147,train,0.031885860912931024,13.097570149211382,en rango
2,5–9,1998,0.19217981881286678,0.20216716151991093,train,0.009987342707044156,5.1968738282396,en rango
2,5–9,1999,0.1187909739766989,0.1339324129906248,train,0.015141439013925909,12.746287455220237,en rango
2,5–9,2000,0.1648326289485656,0.1666329324705879,train,0.0018003035220223174,1.0922009395264116,en rango
2,5–9,2001,0.2808031062439612,0.2965211600437214,train,0.015718053799760212,5.597535586413491,en rango
2,5–9,2002,0.2798328651574036,0.19193786942752125,train,0.08789499572988232,31.40981874321379,subestimada
2,5–9,2003,0.1865010972092675,0.21647274692344592,train,0.029971649714178428,16.070495113789118,en rango
2,5–9,2004,0.0700942931796617,0.06826524361271402,train,0.0018290495669476825,2.609412955002723,en rango
2,5–9,2005,0.3288836163102782,0.3196191588279497,train,0.009264457482328459,2.816941015872346,en rango
2,5–9,2006,0.1657103208412213,0.1496517497907691,train,0.01605857105045222,9.690748873655892,en rango
2,5–9,2007,0.191211489707205,0.20981974985783872,train,0.018608260150633715,9.73176882787109,en rango
2,5–9,2008,0.1449898398369734,0.13149313908252633,train,0.01349670075444706,9.308721748794781,en rango
2,5–9,2009,0.2200173764834671,0.23865568749654736,train,0.018638311013080278,8.471290454861338,en rango
2,5–9,2010,0.22255644155000173,0.2599639868993252,train,0.03740754534932347,16.808116219327278,en rango
2,5–9,2011,0.1249955626575256,0.11205889451725642,train,0.01293666814026917,10.349701913590524,en rango
2,5–9,2012,0.025271664070845502,0.024126592799642445,train,0.0011450712712030575,4.531048165221782,en rango
2,5–9,2013,0.0510677500519614,0.047928308595656284,train,0.0031394414563051184,6.14760088923193,en rango
2,5–9,2014,0.0773251677956141,0.0808116187390125,train,0.003486450943398403,4.508817818040551,en rango
2,5–9,2015,0.1559142565137728,0.1319962837254042,train,0.023917972788368602,15.340465537387077,en rango
2,5–9,2016,0.052247313704365805,0.05587724775773044,train,0.0036299340533646335,6.947599399854533,en rango
2,5–9,2017,0.0261711525330665,0.03659952035411615,train,0.01042836782104965,39.84680387259868,sobreestimada
2,5–9,2018,0.0492190414690112,0.057768987750025806,train,0.008549946281014603,17.371216557310923,en rango
2,5–9,2019,0.0738912252199618,0.05324775088412221,test,0.020643474335839594,27.937653319981404,en rango
2,5–9,2020,0.1228525980130312,0.04908036447663523,test,0.07377223353639596,60.049388233996325,subestimada
2,5–9,2021,0.0493226885106989,0.04523913474583301,test,0.0040835537648658965,8.279260292106962,en rango
2,5–9,2022,0.024827295128264003,0.04169853533842267,test,0.016871240210158664,67.95440309948235,sobreestimada
2,5–9,2023,0.1501543211035141,0.038435037697749946,test,0.11171928340576415,74.40297594149594,subestimada
3,10–14,1979,0.9103304000138606,0.7448248370403783,train,0.1655055629734823,18.180823464860925,en rango
3,10–14,1980,0.5582206511085674,0.6811501491328332,train,0.12292949802426578,22.021667915749934,en rango
3,10–14,1981,1.031644060397749,0.790039261306326,train,0.24160479909142307,23.419395154397794,en rango
3,10–14,1982,0.8593560163811036,0.6907419655841248,train,0.16861405079697878,19.620977520706916,en rango
3,10–14,1983,0.5964869898731422,0.5285835201326707,train,0.06790346974047146,11.383897870917993,en rango
3,10–14,1984,0.6601180951272183,0.5753303758242062,train,0.0847877193030121,12.844325875761935,en rango
3,10–14,1985,0.4240761349943386,0.5418870651715615,train,0.11781093017722288,27.78060835203463,en rango
3,10–14,1986,0.4829953925258274,0.4637439927099043,train,0.01925139981592311,3.985835085350979,en rango
3,10–14,1987,0.2693247221242179,0.42065445126501977,train,0.1513297291408019,56.18857710025061,sobreestimada
3,10–14,1988,0.47199951384050065,0.3832504708517094,train,0.08874904298879127,18.802782711929144,en rango
3,10–14,1989,0.20263453847812773,0.26100743729556936,train,0.05837289881744162,28.80698387147972,en rango
3,10–14,1990,0.3683451019593409,0.3039474775693799,train,0.064397624389961,17.482959335528076,en rango
3,10–14,1991,0.305007981504316,0.2938835443735209,train,0.01112443713079514,3.647260991639894,en rango
3,10–14,1992,0.2446006446042321,0.21106276104578167,train,0.033537883558450415,13.711281755906763,en rango
3,10–14,1993,0.2138115870913392,0.2663426961400829,train,0.05253110904874367,24.56887849876099,en rango
3,10–14,1994,0.1847652109279647,0.2321435974974789,train,0.04737838656951421,25.642482332881293,en rango
3,10–14,1995,0.2093411145425608,0.20463856332171104,train,0.004702551220849754,2.2463581657743044,en rango
3,10–14,1996,0.1820544743398119,0.20188261281736816,train,0.019828138477556267,10.891321704374187,en rango
3,10–14,1997,0.1552244273576844,0.18501679469762855,train,0.029792367339944142,19.19309212286121,en rango
3,10–14,1998,0.2314518356445085,0.20005508131217306,train,0.031396754332335436,13.565135158641963,en rango
3,10–14,1999,0.2550993076094593,0.17154199944320953,train,0.08355730816624979,32.75481574186421,subestimada
3,10–14,2000,0.1767251020839929,0.17215302034516897,train,0.004572081738823924,2.587115064531654,en rango
3,10–14,2001,0.2743707991648152,0.22527948865783842,train,0.04909131050697679,17.892323329017064,en rango
3,10–14,2002,0.0738739577307988,0.18580647187579277,train,0.11193251414499397,151.51823129997024,sobreestimada
3,10–14,2003,0.2673798091297079,0.18923954361209702,train,0.07814026551761086,29.224445096265462,en rango
3,10–14,2004,0.0961365369552453,0.11170395750548354,train,0.015567420550238242,16.193032371745808,en rango
3,10–14,2005,0.1666912337794546,0.19260606737482985,train,0.025914833595375247,15.546608545511504,en rango
3,10–14,2006,0.0945886316761247,0.1424044207115498,train,0.04781578903542509,50.551306418247265,sobreestimada
3,10–14,2007,0.2119466808090052,0.16872679554583125,train,0.04321988526317394,20.39186700079599,en rango
3,10–14,2008,0.0940828917317602,0.13858345575186692,train,0.04450056402010673,47.29931574274133,sobreestimada
3,10–14,2009,0.1884474194010387,0.1637356530255873,train,0.024711766375451416,13.113348250666046,en rango
3,10–14,2010,0.2365080438750802,0.15630186197984225,train,0.08020618189523795,33.912665540289865,subestimada
3,10–14,2011,0.0714159036075743,0.10417146109043485,train,0.03275555748286055,45.865914772779725,sobreestimada
3,10–14,2012,0.0480283636304255,0.05562884788557564,train,0.007600484255150142,15.824991069100902,en rango
3,10–14,2013,0.048530838071763,0.07523512759715922,train,0.026704289525396226,55.02540361225237,sobreestimada
3,10–14,2014,0.09816835037658599,0.09117095847948817,train,0.006997391897097818,7.127950984461849,en rango
3,10–14,2015,0.0744532710176,0.10700031160547757,train,0.032547040587877565,43.714722191566,sobreestimada
3,10–14,2016,0.10023068091211919,0.07851717979228805,train,0.02171350111983114,21.663527497003862,en rango
3,10–14,2017,0.1515172941839581,0.06269556069601621,train,0.08882173348794188,58.621515099195776,subestimada
3,10–14,2018,0.1401163339215105,0.08318963433226063,train,0.056926699589249855,40.62816803438399,subestimada
3,10–14,2019,0.1396821671967605,0.07864298806674364,test,0.06103917913001686,43.6986197701495,subestimada
3,10–14,2020,0.1393788118653182,0.0743448342057151,test,0.0650339776596031,46.659873756454076,subestimada
3,10–14,2021,0.0933804032819476,0.0702815916453277,test,0.023098811636619906,24.73625174532245,en rango
3,10–14,2022,0.11781349464042838,0.06644042154338267,test,0.05137307309704571,43.60542334631396,subestimada
3,10–14,2023,0.1189274174078818,0.0628091867517609,test,0.0561182306561209,47.1869581289686,subestimada
4,15–19,1979,1.5202285410240006,1.4639769862050915,train,0.05625155481890909,3.7002038378399984,en rango
4,15–19,1980,1.335331569039437,1.499979843710552,train,0.1646482746711151,12.330141703274032,en rango
4,15–19,1981,1.711484642634366,1.551369068970835,train,0.1601155736635309,9.35536140231305,en rango
4,15–19,1982,1.3588195541984809,1.4505918070433417,train,0.09177225284486079,6.753821915595994,en rango
4,15–19,1983,1.2299359203385505,1.3440005373479613,train,0.11406461700941084,9.274029250077806,en rango
4,15–19,1984,1.3762376415355702,1.188702606507968,train,0.18753503502760216,13.626646254084102,en rango
4,15–19,1985,1.5365782451252057,1.2466868338583892,train,0.2898914112668165,18.866036414773994,en rango
4,15–19,1986,0.8452199941619447,1.083232140434899,train,0.2380121462729543,28.159786554617522,en rango
4,15–19,1987,1.1211302447306122,1.058382557784461,train,0.06274768694615118,5.59682403013116,en rango
4,15–19,1988,1.1264199360497913,1.0002711162791873,train,0.126148819770604,11.199093316209543,en rango
4,15–19,1989,0.7642186704734946,0.845308323218792,train,0.08108965274529745,10.61079189481931,en rango
4,15–19,1990,0.6124126240288666,0.7171269568321238,train,0.10471433280325715,17.09865680337794,en rango
4,15–19,1991,0.763520341861652,0.7139497834369102,train,0.049570558424741784,6.492369057761639,en rango
4,15–19,1992,0.7573441938510316,0.7143952134629388,train,0.042948980388092806,5.670998832076714,en rango
4,15–19,1993,0.6572037295714196,0.7252736176969593,train,0.06806988812553971,10.357501800838827,en rango
4,15–19,1994,0.7328635970821475,0.6614803735765654,train,0.07138322350558213,9.740315085889128,en rango
4,15–19,1995,0.5737733371546638,0.6585279059525513,train,0.08475456879788745,14.771437309754493,en rango
4,15–19,1996,0.8982937751890697,0.6226610983769489,train,0.2756326768121208,30.684023915684666,subestimada
4,15–19,1997,0.4953419964979321,0.5235808457519289,train,0.02823884925399678,5.700879282121331,en rango
4,15–19,1998,0.5685665543702597,0.6168407680989066,train,0.04827421372864693,8.490512387263987,en rango
4,15–19,1999,0.5885994703674947,0.6357133282002738,train,0.047113857832779105,8.004400310344037,en rango
4,15–19,2000,0.5573705486994555,0.5484051904463555,train,0.008965358253099964,1.6085095048562124,en rango
4,15–19,2001,0.5543841623532499,0.5756917886925391,train,0.021307626339289176,3.843476741623094,en rango
4,15–19,2002,0.7621103940557492,0.5647549116972768,train,0.19735548235847244,25.895917953329434,en rango
4,15–19,2003,0.4966220551945752,0.5352053782899727,train,0.038583323095397526,7.769152153397756,en rango
4,15–19,2004,0.3371315962065953,0.49506476949795253,train,0.15793317329135725,46.84615001038803,sobreestimada
4,15–19,2005,0.3335445782328808,0.4191390749343828,train,0.08559449670150199,25.66208605607731,en rango
4,15–19,2006,0.4305802119011863,0.42937101756375545,train,0.00120919433743083,0.28082905438030853,en rango
4,15–19,2007,0.5496145827738299,0.450739873292597,train,0.09887470948123289,17.989826431137562,en rango
4,15–19,2008,0.4929344015221815,0.449182560297808,train,0.04375184122437348,8.875793835704668,en rango
4,15–19,2009,0.2921036354488209,0.39133585001959437,train,0.09923221457077347,33.97157807307051,sobreestimada
4,15–19,2010,0.3372108567443977,0.34067415108680094,train,0.0034632943424032225,1.0270411741305125,en rango
4,15–19,2011,0.3584486343107033,0.31044854172349795,train,0.048000092587205334,13.391065829978544,en rango
4,15–19,2012,0.2853928789720148,0.31718591336642143,train,0.031793034394406616,11.14009379243278,en rango
4,15–19,2013,0.3324184702149489,0.3257853544887507,train,0.006633115726198235,1.9954113024794082,en rango
4,15–19,2014,0.2852953091745265,0.3119960595657626,train,0.026700750391236094,9.35898682263373,en rango
4,15–19,2015,0.2863328328076342,0.28946172610708076,train,0.0031288932994465446,1.0927469507308007,en rango
4,15–19,2016,0.4075269752892423,0.3142999667195311,train,0.09322700856971122,22.876279172328,en rango
4,15–19,2017,0.2891898659195285,0.2894995414275209,train,0.00030967550799237964,0.10708380357925529,en rango
4,15–19,2018,0.3997185981069327,0.33849931576314685,train,0.061219282343785875,15.315595179638974,en rango
4,15–19,2019,0.3474033222874517,0.3260244894385452,test,0.021378832848906515,6.153894185046694,en rango
4,15–19,2020,0.41085290781145495,0.3140094019807065,test,0.09684350583074847,23.571332705570395,en rango
4,15–19,2021,0.4770033288018017,0.3024371104823618,test,0.17456621831943986,36.5964360789552,subestimada
4,15–19,2022,0.5670935141741621,0.2912912964387625,test,0.2758022177353996,48.63434527849264,subestimada
4,15–19,2023,0.4545694227513814,0.28055624273636665,test,0.17401318001501476,38.280881050415076,subestimada
5,20–24,1979,3.357188019315022,2.933608843388742,train,0.4235791759262799,12.61708231678678,en rango
5,20–24,1980,3.83592795258793,3.0268821532703876,train,0.8090457993175426,21.091266815157862,en rango
5,20–24,1981,3.1638828013440174,3.1094416454437726,train,0.0544411559002449,1.720707096897467,en rango
5,20–24,1982,3.1476601594495155,2.9183333128944104,train,0.22932684655510505,7.285629163829786,en rango
5,20–24,1983,2.665127111571882,2.734364070689202,train,0.06923695911731986,2.597885812526374,en rango
5,20–24,1984,2.6021684520252837,2.3867520144765932,train,0.21541643754869044,8.27834329407193,en rango
5,20–24,1985,1.9183726061507507,2.5201240837965444,train,0.6017514776457937,31.367810180172402,sobreestimada
5,20–24,1986,1.8555022876141765,2.1902014211828034,train,0.3346991335686269,18.038195684414188,en rango
5,20–24,1987,2.2990719827010366,2.1493657611289296,train,0.149706221572107,6.51159349070169,en rango
5,20–24,1988,1.8497337924783657,2.035299964636245,train,0.18556617215787918,10.032047471503907,en rango
5,20–24,1989,1.5054780968298933,1.7411735286857177,train,0.23569543185582442,15.655852606034697,en rango
5,20–24,1990,1.3524425265716535,1.4478965077772485,train,0.095453981205595,7.057895572654324,en rango
5,20–24,1991,1.3568650742621506,1.4440046002916527,train,0.08713952602950203,6.422121674617324,en rango
5,20–24,1992,1.4255436977177975,1.4742303124578884,train,0.04868661474009084,3.415301461332608,en rango
5,20–24,1993,1.3089470269138208,1.4771991706166658,train,0.16825214370284503,12.854007094507308,en rango
5,20–24,1994,1.5653567761164124,1.3503609235918597,train,0.21499585252455278,13.73462304599651,en rango
5,20–24,1995,1.3170665165628954,1.354245259338849,train,0.037178742775953566,2.8228447317131478,en rango
5,20–24,1996,1.1569011184107054,1.2768448909174095,train,0.11994377250670407,10.367677115869418,en rango
5,20–24,1997,1.0853352600618331,1.0671713387746578,train,0.018163921287175366,1.6735770001741712,en rango
5,20–24,1998,1.2232490718597668,1.2648280785464865,train,0.041579006686719655,3.3990630071359886,en rango
5,20–24,1999,1.2007432600779882,1.318324044537474,train,0.11758078445948583,9.792333496158784,en rango
5,20–24,2000,1.0874481735426211,1.12607063270537,train,0.03862245916274887,3.5516597574417745,en rango
5,20–24,2001,1.15096784886411,1.166703105078396,train,0.015735256214286064,1.3671325597683017,en rango
5,20–24,2002,1.439396334111548,1.156517409137767,train,0.2828789249737811,19.652608407425536,en rango
5,20–24,2003,1.1110956792266773,1.0909428141100832,train,0.020152865116594088,1.8137830515748639,en rango
5,20–24,2004,1.262661613824278,1.0365567908919273,train,0.2261048229323508,17.907000613373942,en rango
5,20–24,2005,0.7621071609766294,0.8398870277463416,train,0.07777986676971216,10.20589632959732,en rango
5,20–24,2006,0.86551844825525,0.8776584761774566,train,0.012140027922206587,1.4026307523171788,en rango
5,20–24,2007,0.9145323767324672,0.9148267426887114,train,0.0002943659562442136,0.03218759266850166,en rango
5,20–24,2008,1.0423899917731374,0.9223900183580026,train,0.1199999734151348,11.512003603470056,en rango
5,20–24,2009,0.9801031121452524,0.788372608731869,train,0.19173050341338338,19.562278808983997,en rango
5,20–24,2010,0.5235719966470449,0.6820227444951616,train,0.15845074784811675,30.263411500774552,sobreestimada
5,20–24,2011,0.7747501688955368,0.6331108336414482,train,0.14163933525408867,18.28193667334154,en rango
5,20–24,2012,0.6875696323412382,0.6728492974585871,train,0.01472033488265112,2.1409227793448378,en rango
5,20–24,2013,0.5778954004300044,0.67975787234391,train,0.10186247191390563,17.626454863304172,en rango
5,20–24,2014,0.8438986130278089,0.6416340285235198,train,0.20226458450428908,23.967877347088837,en rango
5,20–24,2015,0.5401695886976879,0.586657946235911,train,0.04648835753822311,8.60625227908579,en rango
5,20–24,2016,0.6803984024245511,0.652563246984212,train,0.0278351554403391,4.091008347631404,en rango
5,20–24,2017,0.5055584952845837,0.6060483043235193,train,0.10048980903893556,19.876989502939495,en rango
5,20–24,2018,0.7018535710793733,0.7037619734626058,train,0.0019084023832325325,0.2719089083350563,en rango
5,20–24,2019,0.7070214060157622,0.6784665034620022,test,0.02855490255376003,4.038760681189819,en rango
5,20–24,2020,0.6644573079305959,0.6540802340529045,test,0.010377073877691378,1.5617367367077386,en rango
5,20–24,2021,1.0163138702451755,0.6305704856402872,test,0.38574338460488833,37.955143179521066,subestimada
5,20–24,2022,1.2799008413663953,0.6079057532389316,test,0.6719950881274637,52.503683598649395,subestimada
5,20–24,2023,1.1208915122732015,0.5860556642541705,test,0.534835848019031,47.71521973026345,subestimada
6,25–29,1979,4.63600539958276,4.016855599398299,train,0.6191498001844611,13.355243292861232,en rango
6,25–29,1980,4.800042980201364,4.103605779880916,train,0.6964372003204478,14.508978423589697,en rango
6,25–29,1981,4.94333910624429,4.253073525529567,train,0.6902655807147227,13.963549048107952,en rango
6,25–29,1982,3.7938238197702754,3.9747227469244293,train,0.1808989271541539,4.768247966905004,en rango
6,25–29,1983,3.551928597455143,3.6709316306434494,train,0.11900303318830652,3.3503779685652706,en rango
6,25–29,1984,3.747908705580521,3.2679653147870367,train,0.47994339079348425,12.805631846871385,en rango
6,25–29,1985,3.0329819941968945,3.416644816682361,train,0.38366282248546657,12.649690081231654,en rango
6,25–29,1986,3.990094409261082,2.973859592675262,train,1.0162348165858202,25.46894164276215,en rango
6,25–29,1987,2.6410915102993764,2.901763114358903,train,0.2606716040595267,9.869843700719736,en rango
6,25–29,1988,2.8107411444515287,2.7424656966605294,train,0.06827544779099926,2.429090559469578,en rango
6,25–29,1989,2.64529535894649,2.312094190970815,train,0.333201167975675,12.59599109977553,en rango
6,25–29,1990,1.9052161533423075,1.9804044089276343,train,0.07518825558532671,3.9464422686856016,en rango
6,25–29,1991,1.715347472759149,1.97045851927388,train,0.25511104651473104,14.872266439660944,en rango
6,25–29,1992,1.793184362407683,1.9569512473893638,train,0.16376688498168068,9.132741084234821,en rango
6,25–29,1993,1.558797855094152,1.996090516956473,train,0.4372926618623212,28.05319884379162,en rango
6,25–29,1994,2.0308937011197203,1.8211403761128493,train,0.20975332500687105,10.328129182301609,en rango
6,25–29,1995,2.0004216761882505,1.808156293300213,train,0.1922653828880374,9.61124272830286,en rango
6,25–29,1996,1.783547980147837,1.7127375081376055,train,0.0708104720102316,3.9702028091423798,en rango
6,25–29,1997,1.056019599723771,1.4467181625856718,train,0.39069856286190086,36.99728328566042,sobreestimada
6,25–29,1998,1.2227743656294858,1.6969755016682624,train,0.47420113603877656,38.78075541718257,sobreestimada
6,25–29,1999,2.133740252686573,1.740865553799363,train,0.39287469888721005,18.412489448635796,en rango
6,25–29,2000,1.7494326492727703,1.5102251687981565,train,0.23920748047461382,13.673431816540699,en rango
6,25–29,2001,1.6162446813428146,1.5921349933945816,train,0.024109687948232983,1.4917102729892406,en rango
6,25–29,2002,0.8982656415316969,1.5562218566419097,train,0.6579562151102128,73.24739861899701,sobreestimada
6,25–29,2003,1.1077547899317115,1.4783768123837668,train,0.37062202245205533,33.45704535160734,sobreestimada
6,25–29,2004,1.2114186457830518,1.3552563960138602,train,0.14383775023080836,11.873496477168116,en rango
6,25–29,2005,0.8205033453744732,1.1688781484715371,train,0.3483748030970639,42.458669432733096,sobreestimada
